Id,Label,electrode,pattern,pattern_rank,layer,graph_label
T8-P8-0_ord_42130,T8-P8-0_ord_42130,T8-P8-0,42130,111,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_42310,T8-P8-0_ord_42310,T8-P8-0,42310,113,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_43012,T8-P8-0_ord_43012,T8-P8-0,43012,114,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_43021,T8-P8-0_ord_43021,T8-P8-0,43021,115,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_43102,T8-P8-0_ord_43102,T8-P8-0,43102,116,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_43120,T8-P8-0_ord_43120,T8-P8-0,43120,117,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_43201,T8-P8-0_ord_43201,T8-P8-0,43201,118,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_43210,T8-P8-0_ord_43210,T8-P8-0,43210,119,T8-P8-0,graph_interictal_chb01_10
P8-O2_ord_01234,P8-O2_ord_01234,P8-O2,01234,0,P8-O2,graph_interictal_chb01_10
P8-O2_ord_01243,P8-O2_ord_01243,P8-O2,01243,1,P8-O2,graph_interictal_chb01_10
P8-O2_ord_01324,P8-O2_ord_01324,P8-O2,01324,2,P8-O2,graph_interictal_chb01_10
P8-O2_ord_01342,P8-O2_ord_01342,P8-O2,01342,3,P8-O2,graph_interictal_chb01_10
P8-O2_ord_01423,P8-O2_ord_01423,P8-O2,01423,4,P8-O2,graph_interictal_chb01_10
P8-O2_ord_01432,P8-O2_ord_01432,P8-O2,01432,5,P8-O2,graph_interictal_chb01_10
P8-O2_ord_02134,P8-O2_ord_02134,P8-O2,02134,6,P8-O2,graph_interictal_chb01_10
P8-O2_ord_02314,P8-O2_ord_02314,P8-O2,02314,8,P8-O2,graph_interictal_chb01_10
P8-O2_ord_03124,P8-O2_ord_03124,P8-O2,03124,12,P8-O2,graph_interictal_chb01_10
P8-O2_ord_03142,P8-O2_ord_03142,P8-O2,03142,13,P8-O2,graph_interictal_chb01_10
P8-O2_ord_03241,P8-O2_ord_03241,P8-O2,03241,15,P8-O2,graph_interictal_chb01_10
P8-O2_ord_03412,P8-O2_ord_03412,P8-O2,03412,16,P8-O2,graph_interictal_chb01_10
P8-O2_ord_03421,P8-O2_ord_03421,P8-O2,03421,17,P8-O2,graph_interictal_chb01_10
P8-O2_ord_04123,P8-O2_ord_04123,P8-O2,04123,18,P8-O2,graph_interictal_chb01_10
P8-O2_ord_04132,P8-O2_ord_04132,P8-O2,04132,19,P8-O2,graph_interictal_chb01_10
P8-O2_ord_04312,P8-O2_ord_04312,P8-O2,04312,22,P8-O2,graph_interictal_chb01_10
P8-O2_ord_04321,P8-O2_ord_04321,P8-O2,04321,23,P8-O2,graph_interictal_chb01_10
P8-O2_ord_10234,P8-O2_ord_10234,P8-O2,10234,24,P8-O2,graph_interictal_chb01_10
P8-O2_ord_10243,P8-O2_ord_10243,P8-O2,10243,25,P8-O2,graph_interictal_chb01_10
P8-O2_ord_10423,P8-O2_ord_10423,P8-O2,10423,28,P8-O2,graph_interictal_chb01_10
P8-O2_ord_12034,P8-O2_ord_12034,P8-O2,12034,30,P8-O2,graph_interictal_chb01_10
P8-O2_ord_12043,P8-O2_ord_12043,P8-O2,12043,31,P8-O2,graph_interictal_chb01_10
P8-O2_ord_12304,P8-O2_ord_12304,P8-O2,12304,32,P8-O2,graph_interictal_chb01_10
P8-O2_ord_12340,P8-O2_ord_12340,P8-O2,12340,33,P8-O2,graph_interictal_chb01_10
P8-O2_ord_12403,P8-O2_ord_12403,P8-O2,12403,34,P8-O2,graph_interictal_chb01_10
P8-O2_ord_12430,P8-O2_ord_12430,P8-O2,12430,35,P8-O2,graph_interictal_chb01_10
P8-O2_ord_14023,P8-O2_ord_14023,P8-O2,14023,42,P8-O2,graph_interictal_chb01_10
P8-O2_ord_14203,P8-O2_ord_14203,P8-O2,14203,44,P8-O2,graph_interictal_chb01_10
P8-O2_ord_14230,P8-O2_ord_14230,P8-O2,14230,45,P8-O2,graph_interictal_chb01_10
P8-O2_ord_20134,P8-O2_ord_20134,P8-O2,20134,48,P8-O2,graph_interictal_chb01_10
P8-O2_ord_20314,P8-O2_ord_20314,P8-O2,20314,50,P8-O2,graph_interictal_chb01_10
P8-O2_ord_21034,P8-O2_ord_21034,P8-O2,21034,54,P8-O2,graph_interictal_chb01_10
P8-O2_ord_21304,P8-O2_ord_21304,P8-O2,21304,56,P8-O2,graph_interictal_chb01_10
P8-O2_ord_21340,P8-O2_ord_21340,P8-O2,21340,57,P8-O2,graph_interictal_chb01_10
P8-O2_ord_21430,P8-O2_ord_21430,P8-O2,21430,59,P8-O2,graph_interictal_chb01_10
P8-O2_ord_23014,P8-O2_ord_23014,P8-O2,23014,60,P8-O2,graph_interictal_chb01_10
P8-O2_ord_23104,P8-O2_ord_23104,P8-O2,23104,62,P8-O2,graph_interictal_chb01_10
P8-O2_ord_23140,P8-O2_ord_23140,P8-O2,23140,63,P8-O2,graph_interictal_chb01_10
P8-O2_ord_23410,P8-O2_ord_23410,P8-O2,23410,65,P8-O2,graph_interictal_chb01_10
P8-O2_ord_24130,P8-O2_ord_24130,P8-O2,24130,69,P8-O2,graph_interictal_chb01_10
P8-O2_ord_24310,P8-O2_ord_24310,P8-O2,24310,71,P8-O2,graph_interictal_chb01_10
P8-O2_ord_30214,P8-O2_ord_30214,P8-O2,30214,74,P8-O2,graph_interictal_chb01_10
P8-O2_ord_30421,P8-O2_ord_30421,P8-O2,30421,77,P8-O2,graph_interictal_chb01_10
P8-O2_ord_32014,P8-O2_ord_32014,P8-O2,32014,84,P8-O2,graph_interictal_chb01_10
P8-O2_ord_32041,P8-O2_ord_32041,P8-O2,32041,85,P8-O2,graph_interictal_chb01_10
P8-O2_ord_32104,P8-O2_ord_32104,P8-O2,32104,86,P8-O2,graph_interictal_chb01_10
P8-O2_ord_32140,P8-O2_ord_32140,P8-O2,32140,87,P8-O2,graph_interictal_chb01_10
P8-O2_ord_32401,P8-O2_ord_32401,P8-O2,32401,88,P8-O2,graph_interictal_chb01_10
P8-O2_ord_32410,P8-O2_ord_32410,P8-O2,32410,89,P8-O2,graph_interictal_chb01_10
P8-O2_ord_34021,P8-O2_ord_34021,P8-O2,34021,91,P8-O2,graph_interictal_chb01_10
P8-O2_ord_34201,P8-O2_ord_34201,P8-O2,34201,94,P8-O2,graph_interictal_chb01_10
P8-O2_ord_34210,P8-O2_ord_34210,P8-O2,34210,95,P8-O2,graph_interictal_chb01_10
P8-O2_ord_40123,P8-O2_ord_40123,P8-O2,40123,96,P8-O2,graph_interictal_chb01_10
P8-O2_ord_40132,P8-O2_ord_40132,P8-O2,40132,97,P8-O2,graph_interictal_chb01_10
P8-O2_ord_40312,P8-O2_ord_40312,P8-O2,40312,100,P8-O2,graph_interictal_chb01_10
P8-O2_ord_40321,P8-O2_ord_40321,P8-O2,40321,101,P8-O2,graph_interictal_chb01_10
P8-O2_ord_41023,P8-O2_ord_41023,P8-O2,41023,102,P8-O2,graph_interictal_chb01_10
P8-O2_ord_41032,P8-O2_ord_41032,P8-O2,41032,103,P8-O2,graph_interictal_chb01_10
P8-O2_ord_41203,P8-O2_ord_41203,P8-O2,41203,104,P8-O2,graph_interictal_chb01_10
P8-O2_ord_41230,P8-O2_ord_41230,P8-O2,41230,105,P8-O2,graph_interictal_chb01_10
P8-O2_ord_41302,P8-O2_ord_41302,P8-O2,41302,106,P8-O2,graph_interictal_chb01_10
P8-O2_ord_41320,P8-O2_ord_41320,P8-O2,41320,107,P8-O2,graph_interictal_chb01_10
P8-O2_ord_42310,P8-O2_ord_42310,P8-O2,42310,113,P8-O2,graph_interictal_chb01_10
P8-O2_ord_43012,P8-O2_ord_43012,P8-O2,43012,114,P8-O2,graph_interictal_chb01_10
P8-O2_ord_43021,P8-O2_ord_43021,P8-O2,43021,115,P8-O2,graph_interictal_chb01_10
P8-O2_ord_43120,P8-O2_ord_43120,P8-O2,43120,117,P8-O2,graph_interictal_chb01_10
P8-O2_ord_43201,P8-O2_ord_43201,P8-O2,43201,118,P8-O2,graph_interictal_chb01_10
P8-O2_ord_43210,P8-O2_ord_43210,P8-O2,43210,119,P8-O2,graph_interictal_chb01_10
FZ-CZ_ord_01234,FZ-CZ_ord_01234,FZ-CZ,01234,0,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_01243,FZ-CZ_ord_01243,FZ-CZ,01243,1,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_01324,FZ-CZ_ord_01324,FZ-CZ,01324,2,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_01342,FZ-CZ_ord_01342,FZ-CZ,01342,3,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_01423,FZ-CZ_ord_01423,FZ-CZ,01423,4,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_01432,FZ-CZ_ord_01432,FZ-CZ,01432,5,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_02134,FZ-CZ_ord_02134,FZ-CZ,02134,6,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_02314,FZ-CZ_ord_02314,FZ-CZ,02314,8,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_03124,FZ-CZ_ord_03124,FZ-CZ,03124,12,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_03214,FZ-CZ_ord_03214,FZ-CZ,03214,14,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_03241,FZ-CZ_ord_03241,FZ-CZ,03241,15,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_03421,FZ-CZ_ord_03421,FZ-CZ,03421,17,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_04123,FZ-CZ_ord_04123,FZ-CZ,04123,18,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_04132,FZ-CZ_ord_04132,FZ-CZ,04132,19,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_04312,FZ-CZ_ord_04312,FZ-CZ,04312,22,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_04321,FZ-CZ_ord_04321,FZ-CZ,04321,23,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_10234,FZ-CZ_ord_10234,FZ-CZ,10234,24,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_10243,FZ-CZ_ord_10243,FZ-CZ,10243,25,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_10423,FZ-CZ_ord_10423,FZ-CZ,10423,28,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_12034,FZ-CZ_ord_12034,FZ-CZ,12034,30,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_12043,FZ-CZ_ord_12043,FZ-CZ,12043,31,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_12304,FZ-CZ_ord_12304,FZ-CZ,12304,32,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_12340,FZ-CZ_ord_12340,FZ-CZ,12340,33,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_12403,FZ-CZ_ord_12403,FZ-CZ,12403,34,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_12430,FZ-CZ_ord_12430,FZ-CZ,12430,35,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_14230,FZ-CZ_ord_14230,FZ-CZ,14230,45,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_20134,FZ-CZ_ord_20134,FZ-CZ,20134,48,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_21034,FZ-CZ_ord_21034,FZ-CZ,21034,54,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_21304,FZ-CZ_ord_21304,FZ-CZ,21304,56,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_21340,FZ-CZ_ord_21340,FZ-CZ,21340,57,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_21430,FZ-CZ_ord_21430,FZ-CZ,21430,59,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_23104,FZ-CZ_ord_23104,FZ-CZ,23104,62,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_23140,FZ-CZ_ord_23140,FZ-CZ,23140,63,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_23410,FZ-CZ_ord_23410,FZ-CZ,23410,65,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_24310,FZ-CZ_ord_24310,FZ-CZ,24310,71,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_30214,FZ-CZ_ord_30214,FZ-CZ,30214,74,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_30241,FZ-CZ_ord_30241,FZ-CZ,30241,75,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_30421,FZ-CZ_ord_30421,FZ-CZ,30421,77,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_32014,FZ-CZ_ord_32014,FZ-CZ,32014,84,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_32041,FZ-CZ_ord_32041,FZ-CZ,32041,85,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_32104,FZ-CZ_ord_32104,FZ-CZ,32104,86,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_32140,FZ-CZ_ord_32140,FZ-CZ,32140,87,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_32401,FZ-CZ_ord_32401,FZ-CZ,32401,88,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_32410,FZ-CZ_ord_32410,FZ-CZ,32410,89,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_34021,FZ-CZ_ord_34021,FZ-CZ,34021,91,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_34201,FZ-CZ_ord_34201,FZ-CZ,34201,94,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_34210,FZ-CZ_ord_34210,FZ-CZ,34210,95,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_40123,FZ-CZ_ord_40123,FZ-CZ,40123,96,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_40132,FZ-CZ_ord_40132,FZ-CZ,40132,97,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_40231,FZ-CZ_ord_40231,FZ-CZ,40231,99,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_40312,FZ-CZ_ord_40312,FZ-CZ,40312,100,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_40321,FZ-CZ_ord_40321,FZ-CZ,40321,101,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_41023,FZ-CZ_ord_41023,FZ-CZ,41023,102,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_41032,FZ-CZ_ord_41032,FZ-CZ,41032,103,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_41203,FZ-CZ_ord_41203,FZ-CZ,41203,104,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_41230,FZ-CZ_ord_41230,FZ-CZ,41230,105,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_41320,FZ-CZ_ord_41320,FZ-CZ,41320,107,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_42130,FZ-CZ_ord_42130,FZ-CZ,42130,111,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_42310,FZ-CZ_ord_42310,FZ-CZ,42310,113,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_43012,FZ-CZ_ord_43012,FZ-CZ,43012,114,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_43021,FZ-CZ_ord_43021,FZ-CZ,43021,115,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_43102,FZ-CZ_ord_43102,FZ-CZ,43102,116,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_43120,FZ-CZ_ord_43120,FZ-CZ,43120,117,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_43201,FZ-CZ_ord_43201,FZ-CZ,43201,118,FZ-CZ,graph_interictal_chb01_10
FZ-CZ_ord_43210,FZ-CZ_ord_43210,FZ-CZ,43210,119,FZ-CZ,graph_interictal_chb01_10
CZ-PZ_ord_01234,CZ-PZ_ord_01234,CZ-PZ,01234,0,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_01243,CZ-PZ_ord_01243,CZ-PZ,01243,1,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_01324,CZ-PZ_ord_01324,CZ-PZ,01324,2,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_01342,CZ-PZ_ord_01342,CZ-PZ,01342,3,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_01423,CZ-PZ_ord_01423,CZ-PZ,01423,4,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_01432,CZ-PZ_ord_01432,CZ-PZ,01432,5,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_02134,CZ-PZ_ord_02134,CZ-PZ,02134,6,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_02314,CZ-PZ_ord_02314,CZ-PZ,02314,8,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_03124,CZ-PZ_ord_03124,CZ-PZ,03124,12,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_03214,CZ-PZ_ord_03214,CZ-PZ,03214,14,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_03241,CZ-PZ_ord_03241,CZ-PZ,03241,15,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_03412,CZ-PZ_ord_03412,CZ-PZ,03412,16,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_03421,CZ-PZ_ord_03421,CZ-PZ,03421,17,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_04123,CZ-PZ_ord_04123,CZ-PZ,04123,18,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_04132,CZ-PZ_ord_04132,CZ-PZ,04132,19,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_04312,CZ-PZ_ord_04312,CZ-PZ,04312,22,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_04321,CZ-PZ_ord_04321,CZ-PZ,04321,23,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_10234,CZ-PZ_ord_10234,CZ-PZ,10234,24,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_10243,CZ-PZ_ord_10243,CZ-PZ,10243,25,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_10423,CZ-PZ_ord_10423,CZ-PZ,10423,28,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_12034,CZ-PZ_ord_12034,CZ-PZ,12034,30,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_12043,CZ-PZ_ord_12043,CZ-PZ,12043,31,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_12304,CZ-PZ_ord_12304,CZ-PZ,12304,32,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_12340,CZ-PZ_ord_12340,CZ-PZ,12340,33,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_12403,CZ-PZ_ord_12403,CZ-PZ,12403,34,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_12430,CZ-PZ_ord_12430,CZ-PZ,12430,35,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_14023,CZ-PZ_ord_14023,CZ-PZ,14023,42,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_14203,CZ-PZ_ord_14203,CZ-PZ,14203,44,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_14230,CZ-PZ_ord_14230,CZ-PZ,14230,45,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_20134,CZ-PZ_ord_20134,CZ-PZ,20134,48,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_21034,CZ-PZ_ord_21034,CZ-PZ,21034,54,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_21304,CZ-PZ_ord_21304,CZ-PZ,21304,56,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_21340,CZ-PZ_ord_21340,CZ-PZ,21340,57,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_21430,CZ-PZ_ord_21430,CZ-PZ,21430,59,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_23014,CZ-PZ_ord_23014,CZ-PZ,23014,60,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_23104,CZ-PZ_ord_23104,CZ-PZ,23104,62,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_23140,CZ-PZ_ord_23140,CZ-PZ,23140,63,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_23410,CZ-PZ_ord_23410,CZ-PZ,23410,65,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_24310,CZ-PZ_ord_24310,CZ-PZ,24310,71,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_30241,CZ-PZ_ord_30241,CZ-PZ,30241,75,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_30421,CZ-PZ_ord_30421,CZ-PZ,30421,77,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_31240,CZ-PZ_ord_31240,CZ-PZ,31240,81,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_32014,CZ-PZ_ord_32014,CZ-PZ,32014,84,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_32104,CZ-PZ_ord_32104,CZ-PZ,32104,86,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_32140,CZ-PZ_ord_32140,CZ-PZ,32140,87,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_32401,CZ-PZ_ord_32401,CZ-PZ,32401,88,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_32410,CZ-PZ_ord_32410,CZ-PZ,32410,89,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_34021,CZ-PZ_ord_34021,CZ-PZ,34021,91,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_34201,CZ-PZ_ord_34201,CZ-PZ,34201,94,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_34210,CZ-PZ_ord_34210,CZ-PZ,34210,95,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_40132,CZ-PZ_ord_40132,CZ-PZ,40132,97,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_40312,CZ-PZ_ord_40312,CZ-PZ,40312,100,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_40321,CZ-PZ_ord_40321,CZ-PZ,40321,101,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_41023,CZ-PZ_ord_41023,CZ-PZ,41023,102,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_41032,CZ-PZ_ord_41032,CZ-PZ,41032,103,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_41203,CZ-PZ_ord_41203,CZ-PZ,41203,104,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_41230,CZ-PZ_ord_41230,CZ-PZ,41230,105,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_41320,CZ-PZ_ord_41320,CZ-PZ,41320,107,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_42130,CZ-PZ_ord_42130,CZ-PZ,42130,111,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_42310,CZ-PZ_ord_42310,CZ-PZ,42310,113,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_43012,CZ-PZ_ord_43012,CZ-PZ,43012,114,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_43021,CZ-PZ_ord_43021,CZ-PZ,43021,115,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_43102,CZ-PZ_ord_43102,CZ-PZ,43102,116,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_43120,CZ-PZ_ord_43120,CZ-PZ,43120,117,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_43201,CZ-PZ_ord_43201,CZ-PZ,43201,118,CZ-PZ,graph_interictal_chb01_10
CZ-PZ_ord_43210,CZ-PZ_ord_43210,CZ-PZ,43210,119,CZ-PZ,graph_interictal_chb01_10
P7-T7_ord_01234,P7-T7_ord_01234,P7-T7,01234,0,P7-T7,graph_interictal_chb01_10
P7-T7_ord_01243,P7-T7_ord_01243,P7-T7,01243,1,P7-T7,graph_interictal_chb01_10
P7-T7_ord_01324,P7-T7_ord_01324,P7-T7,01324,2,P7-T7,graph_interictal_chb01_10
P7-T7_ord_01342,P7-T7_ord_01342,P7-T7,01342,3,P7-T7,graph_interictal_chb01_10
P7-T7_ord_01423,P7-T7_ord_01423,P7-T7,01423,4,P7-T7,graph_interictal_chb01_10
P7-T7_ord_01432,P7-T7_ord_01432,P7-T7,01432,5,P7-T7,graph_interictal_chb01_10
P7-T7_ord_02134,P7-T7_ord_02134,P7-T7,02134,6,P7-T7,graph_interictal_chb01_10
P7-T7_ord_02314,P7-T7_ord_02314,P7-T7,02314,8,P7-T7,graph_interictal_chb01_10
P7-T7_ord_03124,P7-T7_ord_03124,P7-T7,03124,12,P7-T7,graph_interictal_chb01_10
P7-T7_ord_03214,P7-T7_ord_03214,P7-T7,03214,14,P7-T7,graph_interictal_chb01_10
P7-T7_ord_03241,P7-T7_ord_03241,P7-T7,03241,15,P7-T7,graph_interictal_chb01_10
P7-T7_ord_03412,P7-T7_ord_03412,P7-T7,03412,16,P7-T7,graph_interictal_chb01_10
P7-T7_ord_03421,P7-T7_ord_03421,P7-T7,03421,17,P7-T7,graph_interictal_chb01_10
P7-T7_ord_04123,P7-T7_ord_04123,P7-T7,04123,18,P7-T7,graph_interictal_chb01_10
P7-T7_ord_04132,P7-T7_ord_04132,P7-T7,04132,19,P7-T7,graph_interictal_chb01_10
P7-T7_ord_04312,P7-T7_ord_04312,P7-T7,04312,22,P7-T7,graph_interictal_chb01_10
P7-T7_ord_10234,P7-T7_ord_10234,P7-T7,10234,24,P7-T7,graph_interictal_chb01_10
P7-T7_ord_10243,P7-T7_ord_10243,P7-T7,10243,25,P7-T7,graph_interictal_chb01_10
P7-T7_ord_10423,P7-T7_ord_10423,P7-T7,10423,28,P7-T7,graph_interictal_chb01_10
P7-T7_ord_12034,P7-T7_ord_12034,P7-T7,12034,30,P7-T7,graph_interictal_chb01_10
P7-T7_ord_12043,P7-T7_ord_12043,P7-T7,12043,31,P7-T7,graph_interictal_chb01_10
P7-T7_ord_12304,P7-T7_ord_12304,P7-T7,12304,32,P7-T7,graph_interictal_chb01_10
P7-T7_ord_12340,P7-T7_ord_12340,P7-T7,12340,33,P7-T7,graph_interictal_chb01_10
P7-T7_ord_12430,P7-T7_ord_12430,P7-T7,12430,35,P7-T7,graph_interictal_chb01_10
P7-T7_ord_14023,P7-T7_ord_14023,P7-T7,14023,42,P7-T7,graph_interictal_chb01_10
P7-T7_ord_14203,P7-T7_ord_14203,P7-T7,14203,44,P7-T7,graph_interictal_chb01_10
P7-T7_ord_20134,P7-T7_ord_20134,P7-T7,20134,48,P7-T7,graph_interictal_chb01_10
P7-T7_ord_21034,P7-T7_ord_21034,P7-T7,21034,54,P7-T7,graph_interictal_chb01_10
P7-T7_ord_21304,P7-T7_ord_21304,P7-T7,21304,56,P7-T7,graph_interictal_chb01_10
P7-T7_ord_21340,P7-T7_ord_21340,P7-T7,21340,57,P7-T7,graph_interictal_chb01_10
P7-T7_ord_21430,P7-T7_ord_21430,P7-T7,21430,59,P7-T7,graph_interictal_chb01_10
