Source,Target,source_label,target_label,edge_type,layer,weight
F7-T7_ord_12304,F7-T7_ord_01243,F7-T7_ord_12304,F7-T7_ord_01243,intra,F7-T7,4.0
F7-T7_ord_43210,F7-T7_ord_32104,F7-T7_ord_43210,F7-T7_ord_32104,intra,F7-T7,1.0
F7-T7_ord_21340,F7-T7_ord_41023,F7-T7_ord_21340,F7-T7_ord_41023,intra,F7-T7,8.0
F7-T7_ord_41023,F7-T7_ord_43012,F7-T7_ord_41023,F7-T7_ord_43012,intra,F7-T7,8.0
F7-T7_ord_43201,F7-T7_ord_34210,F7-T7_ord_43201,F7-T7_ord_34210,intra,F7-T7,20.0
F7-T7_ord_04312,F7-T7_ord_32401,F7-T7_ord_04312,F7-T7_ord_32401,intra,F7-T7,3.0
F7-T7_ord_32401,F7-T7_ord_21304,F7-T7_ord_32401,F7-T7_ord_21304,intra,F7-T7,3.0
F7-T7_ord_34210,F7-T7_ord_23104,F7-T7_ord_34210,F7-T7_ord_23104,intra,F7-T7,6.0
F7-T7_ord_23410,F7-T7_ord_12430,F7-T7_ord_23410,F7-T7_ord_12430,intra,F7-T7,8.0
F7-T7_ord_12430,F7-T7_ord_40132,F7-T7_ord_12430,F7-T7_ord_40132,intra,F7-T7,6.0
F7-T7_ord_12430,F7-T7_ord_01432,F7-T7_ord_12430,F7-T7_ord_01432,intra,F7-T7,1.0
F7-T7_ord_01432,F7-T7_ord_03214,F7-T7_ord_01432,F7-T7_ord_03214,intra,F7-T7,4.0
F7-T7_ord_03214,F7-T7_ord_21034,F7-T7_ord_03214,F7-T7_ord_21034,intra,F7-T7,4.0
F7-T7_ord_43021,F7-T7_ord_32410,F7-T7_ord_43021,F7-T7_ord_32410,intra,F7-T7,6.0
F7-T7_ord_12034,F7-T7_ord_01423,F7-T7_ord_12034,F7-T7_ord_01423,intra,F7-T7,7.0
F7-T7_ord_01423,F7-T7_ord_03124,F7-T7_ord_01423,F7-T7_ord_03124,intra,F7-T7,4.0
F7-T7_ord_03124,F7-T7_ord_20134,F7-T7_ord_03124,F7-T7_ord_20134,intra,F7-T7,4.0
F7-T7_ord_20134,F7-T7_ord_10234,F7-T7_ord_20134,F7-T7_ord_10234,intra,F7-T7,4.0
F7-T7_ord_01243,F7-T7_ord_40132,F7-T7_ord_01243,F7-T7_ord_40132,intra,F7-T7,5.0
F7-T7_ord_43201,F7-T7_ord_32410,F7-T7_ord_43201,F7-T7_ord_32410,intra,F7-T7,13.0
F7-T7_ord_21304,F7-T7_ord_10243,F7-T7_ord_21304,F7-T7_ord_10243,intra,F7-T7,8.0
F7-T7_ord_10234,F7-T7_ord_01423,F7-T7_ord_10234,F7-T7_ord_01423,intra,F7-T7,11.0
F7-T7_ord_01423,F7-T7_ord_03142,F7-T7_ord_01423,F7-T7_ord_03142,intra,F7-T7,2.0
F7-T7_ord_03142,F7-T7_ord_20314,F7-T7_ord_03142,F7-T7_ord_20314,intra,F7-T7,2.0
F7-T7_ord_20314,F7-T7_ord_12034,F7-T7_ord_20314,F7-T7_ord_12034,intra,F7-T7,2.0
F7-T7_ord_01234,F7-T7_ord_04123,F7-T7_ord_01234,F7-T7_ord_04123,intra,F7-T7,2.0
F7-T7_ord_04123,F7-T7_ord_43012,F7-T7_ord_04123,F7-T7_ord_43012,intra,F7-T7,6.0
F7-T7_ord_12034,F7-T7_ord_40123,F7-T7_ord_12034,F7-T7_ord_40123,intra,F7-T7,1.0
F7-T7_ord_40123,F7-T7_ord_43012,F7-T7_ord_40123,F7-T7_ord_43012,intra,F7-T7,5.0
F7-T7_ord_04132,F7-T7_ord_30421,F7-T7_ord_04132,F7-T7_ord_30421,intra,F7-T7,2.0
F7-T7_ord_30421,F7-T7_ord_23104,F7-T7_ord_30421,F7-T7_ord_23104,intra,F7-T7,2.0
F7-T7_ord_12034,F7-T7_ord_01243,F7-T7_ord_12034,F7-T7_ord_01243,intra,F7-T7,8.0
F7-T7_ord_01234,F7-T7_ord_40123,F7-T7_ord_01234,F7-T7_ord_40123,intra,F7-T7,2.0
F7-T7_ord_12043,F7-T7_ord_40132,F7-T7_ord_12043,F7-T7_ord_40132,intra,F7-T7,1.0
F7-T7_ord_10243,F7-T7_ord_04132,F7-T7_ord_10243,F7-T7_ord_04132,intra,F7-T7,6.0
F7-T7_ord_01432,F7-T7_ord_03421,F7-T7_ord_01432,F7-T7_ord_03421,intra,F7-T7,2.0
F7-T7_ord_03421,F7-T7_ord_23104,F7-T7_ord_03421,F7-T7_ord_23104,intra,F7-T7,2.0
F7-T7_ord_04132,F7-T7_ord_34021,F7-T7_ord_04132,F7-T7_ord_34021,intra,F7-T7,3.0
F7-T7_ord_12034,F7-T7_ord_04123,F7-T7_ord_12034,F7-T7_ord_04123,intra,F7-T7,3.0
F7-T7_ord_40312,F7-T7_ord_34201,F7-T7_ord_40312,F7-T7_ord_34201,intra,F7-T7,6.0
F7-T7_ord_34021,F7-T7_ord_23410,F7-T7_ord_34021,F7-T7_ord_23410,intra,F7-T7,1.0
F7-T7_ord_34201,F7-T7_ord_23140,F7-T7_ord_34201,F7-T7_ord_23140,intra,F7-T7,5.0
F7-T7_ord_12430,F7-T7_ord_01324,F7-T7_ord_12430,F7-T7_ord_01324,intra,F7-T7,1.0
F7-T7_ord_10234,F7-T7_ord_40123,F7-T7_ord_10234,F7-T7_ord_40123,intra,F7-T7,1.0
F7-T7_ord_34210,F7-T7_ord_24310,F7-T7_ord_34210,F7-T7_ord_24310,intra,F7-T7,1.0
F7-T7_ord_24310,F7-T7_ord_41320,F7-T7_ord_24310,F7-T7_ord_41320,intra,F7-T7,1.0
F7-T7_ord_41320,F7-T7_ord_43021,F7-T7_ord_41320,F7-T7_ord_43021,intra,F7-T7,1.0
F7-T7_ord_04321,F7-T7_ord_32410,F7-T7_ord_04321,F7-T7_ord_32410,intra,F7-T7,1.0
F7-T7_ord_32410,F7-T7_ord_42130,F7-T7_ord_32410,F7-T7_ord_42130,intra,F7-T7,2.0
F7-T7_ord_42130,F7-T7_ord_43102,F7-T7_ord_42130,F7-T7_ord_43102,intra,F7-T7,2.0
F7-T7_ord_43102,F7-T7_ord_43201,F7-T7_ord_43102,F7-T7_ord_43201,intra,F7-T7,2.0
F7-T7_ord_23410,F7-T7_ord_14230,F7-T7_ord_23410,F7-T7_ord_14230,intra,F7-T7,2.0
F7-T7_ord_14230,F7-T7_ord_40312,F7-T7_ord_14230,F7-T7_ord_40312,intra,F7-T7,2.0
F7-T7_ord_04312,F7-T7_ord_32041,F7-T7_ord_04312,F7-T7_ord_32041,intra,F7-T7,2.0
F7-T7_ord_32041,F7-T7_ord_21304,F7-T7_ord_32041,F7-T7_ord_21304,intra,F7-T7,2.0
F7-T7_ord_21304,F7-T7_ord_10423,F7-T7_ord_21304,F7-T7_ord_10423,intra,F7-T7,1.0
F7-T7_ord_10423,F7-T7_ord_40312,F7-T7_ord_10423,F7-T7_ord_40312,intra,F7-T7,1.0
F7-T7_ord_40312,F7-T7_ord_32014,F7-T7_ord_40312,F7-T7_ord_32014,intra,F7-T7,1.0
F7-T7_ord_10234,F7-T7_ord_04123,F7-T7_ord_10234,F7-T7_ord_04123,intra,F7-T7,1.0
F7-T7_ord_32410,F7-T7_ord_24130,F7-T7_ord_32410,F7-T7_ord_24130,intra,F7-T7,1.0
F7-T7_ord_24130,F7-T7_ord_41302,F7-T7_ord_24130,F7-T7_ord_41302,intra,F7-T7,1.0
F7-T7_ord_41302,F7-T7_ord_43021,F7-T7_ord_41302,F7-T7_ord_43021,intra,F7-T7,1.0
F7-T7_ord_23410,F7-T7_ord_12340,F7-T7_ord_23410,F7-T7_ord_12340,intra,F7-T7,1.0
F7-T7_ord_12340,F7-T7_ord_40123,F7-T7_ord_12340,F7-T7_ord_40123,intra,F7-T7,1.0
F7-T7_ord_43021,F7-T7_ord_32104,F7-T7_ord_43021,F7-T7_ord_32104,intra,F7-T7,1.0
T7-P7_ord_43210,T7-P7_ord_43210,T7-P7_ord_43210,T7-P7_ord_43210,intra,T7-P7,532.0
T7-P7_ord_43210,T7-P7_ord_34210,T7-P7_ord_43210,T7-P7_ord_34210,intra,T7-P7,53.0
T7-P7_ord_34210,T7-P7_ord_23140,T7-P7_ord_34210,T7-P7_ord_23140,intra,T7-P7,52.0
T7-P7_ord_23140,T7-P7_ord_12034,T7-P7_ord_23140,T7-P7_ord_12034,intra,T7-P7,50.0
T7-P7_ord_12034,T7-P7_ord_01234,T7-P7_ord_12034,T7-P7_ord_01234,intra,T7-P7,50.0
T7-P7_ord_01234,T7-P7_ord_01234,T7-P7_ord_01234,T7-P7_ord_01234,intra,T7-P7,488.0
T7-P7_ord_01234,T7-P7_ord_01423,T7-P7_ord_01234,T7-P7_ord_01423,intra,T7-P7,58.0
T7-P7_ord_01423,T7-P7_ord_04312,T7-P7_ord_01423,T7-P7_ord_04312,intra,T7-P7,19.0
T7-P7_ord_04312,T7-P7_ord_32041,T7-P7_ord_04312,T7-P7_ord_32041,intra,T7-P7,2.0
T7-P7_ord_32041,T7-P7_ord_21304,T7-P7_ord_32041,T7-P7_ord_21304,intra,T7-P7,2.0
T7-P7_ord_21304,T7-P7_ord_10234,T7-P7_ord_21304,T7-P7_ord_10234,intra,T7-P7,58.0
T7-P7_ord_10234,T7-P7_ord_01234,T7-P7_ord_10234,T7-P7_ord_01234,intra,T7-P7,64.0
T7-P7_ord_01234,T7-P7_ord_01243,T7-P7_ord_01234,T7-P7_ord_01243,intra,T7-P7,58.0
T7-P7_ord_01243,T7-P7_ord_01432,T7-P7_ord_01243,T7-P7_ord_01432,intra,T7-P7,20.0
T7-P7_ord_01432,T7-P7_ord_03421,T7-P7_ord_01432,T7-P7_ord_03421,intra,T7-P7,5.0
T7-P7_ord_03421,T7-P7_ord_23104,T7-P7_ord_03421,T7-P7_ord_23104,intra,T7-P7,4.0
T7-P7_ord_23104,T7-P7_ord_12034,T7-P7_ord_23104,T7-P7_ord_12034,intra,T7-P7,18.0
T7-P7_ord_12034,T7-P7_ord_01243,T7-P7_ord_12034,T7-P7_ord_01243,intra,T7-P7,11.0
T7-P7_ord_01243,T7-P7_ord_04132,T7-P7_ord_01243,T7-P7_ord_04132,intra,T7-P7,49.0
T7-P7_ord_04132,T7-P7_ord_43021,T7-P7_ord_04132,T7-P7_ord_43021,intra,T7-P7,50.0
T7-P7_ord_43021,T7-P7_ord_43210,T7-P7_ord_43021,T7-P7_ord_43210,intra,T7-P7,57.0
T7-P7_ord_34210,T7-P7_ord_23104,T7-P7_ord_34210,T7-P7_ord_23104,intra,T7-P7,7.0
T7-P7_ord_01243,T7-P7_ord_40132,T7-P7_ord_01243,T7-P7_ord_40132,intra,T7-P7,11.0
T7-P7_ord_40132,T7-P7_ord_43021,T7-P7_ord_40132,T7-P7_ord_43021,intra,T7-P7,22.0
T7-P7_ord_43210,T7-P7_ord_32410,T7-P7_ord_43210,T7-P7_ord_32410,intra,T7-P7,65.0
T7-P7_ord_32410,T7-P7_ord_21304,T7-P7_ord_32410,T7-P7_ord_21304,intra,T7-P7,58.0
T7-P7_ord_01432,T7-P7_ord_40321,T7-P7_ord_01432,T7-P7_ord_40321,intra,T7-P7,8.0
T7-P7_ord_40321,T7-P7_ord_43210,T7-P7_ord_40321,T7-P7_ord_43210,intra,T7-P7,6.0
T7-P7_ord_34210,T7-P7_ord_42310,T7-P7_ord_34210,T7-P7_ord_42310,intra,T7-P7,9.0
T7-P7_ord_42310,T7-P7_ord_43120,T7-P7_ord_42310,T7-P7_ord_43120,intra,T7-P7,8.0
T7-P7_ord_43120,T7-P7_ord_43201,T7-P7_ord_43120,T7-P7_ord_43201,intra,T7-P7,8.0
T7-P7_ord_43201,T7-P7_ord_43210,T7-P7_ord_43201,T7-P7_ord_43210,intra,T7-P7,59.0
T7-P7_ord_01423,T7-P7_ord_40312,T7-P7_ord_01423,T7-P7_ord_40312,intra,T7-P7,60.0
T7-P7_ord_40312,T7-P7_ord_43201,T7-P7_ord_40312,T7-P7_ord_43201,intra,T7-P7,57.0
T7-P7_ord_32410,T7-P7_ord_42130,T7-P7_ord_32410,T7-P7_ord_42130,intra,T7-P7,5.0
T7-P7_ord_42130,T7-P7_ord_43102,T7-P7_ord_42130,T7-P7_ord_43102,intra,T7-P7,5.0
T7-P7_ord_43102,T7-P7_ord_43201,T7-P7_ord_43102,T7-P7_ord_43201,intra,T7-P7,5.0
T7-P7_ord_32410,T7-P7_ord_21340,T7-P7_ord_32410,T7-P7_ord_21340,intra,T7-P7,26.0
T7-P7_ord_21340,T7-P7_ord_10243,T7-P7_ord_21340,T7-P7_ord_10243,intra,T7-P7,6.0
T7-P7_ord_10243,T7-P7_ord_04132,T7-P7_ord_10243,T7-P7_ord_04132,intra,T7-P7,6.0
T7-P7_ord_43021,T7-P7_ord_32410,T7-P7_ord_43021,T7-P7_ord_32410,intra,T7-P7,11.0
T7-P7_ord_23140,T7-P7_ord_12043,T7-P7_ord_23140,T7-P7_ord_12043,intra,T7-P7,1.0
T7-P7_ord_12043,T7-P7_ord_40132,T7-P7_ord_12043,T7-P7_ord_40132,intra,T7-P7,1.0
T7-P7_ord_12034,T7-P7_ord_04123,T7-P7_ord_12034,T7-P7_ord_04123,intra,T7-P7,2.0
T7-P7_ord_04123,T7-P7_ord_43012,T7-P7_ord_04123,T7-P7_ord_43012,intra,T7-P7,7.0
T7-P7_ord_43012,T7-P7_ord_43201,T7-P7_ord_43012,T7-P7_ord_43201,intra,T7-P7,27.0
T7-P7_ord_21340,T7-P7_ord_10234,T7-P7_ord_21340,T7-P7_ord_10234,intra,T7-P7,12.0
T7-P7_ord_10234,T7-P7_ord_40123,T7-P7_ord_10234,T7-P7_ord_40123,intra,T7-P7,1.0
T7-P7_ord_40123,T7-P7_ord_43012,T7-P7_ord_40123,T7-P7_ord_43012,intra,T7-P7,6.0
T7-P7_ord_34210,T7-P7_ord_23410,T7-P7_ord_34210,T7-P7_ord_23410,intra,T7-P7,19.0
T7-P7_ord_23410,T7-P7_ord_12304,T7-P7_ord_23410,T7-P7_ord_12304,intra,T7-P7,11.0
T7-P7_ord_12304,T7-P7_ord_01234,T7-P7_ord_12304,T7-P7_ord_01234,intra,T7-P7,7.0
T7-P7_ord_21340,T7-P7_ord_41023,T7-P7_ord_21340,T7-P7_ord_41023,intra,T7-P7,7.0
T7-P7_ord_41023,T7-P7_ord_43012,T7-P7_ord_41023,T7-P7_ord_43012,intra,T7-P7,7.0
T7-P7_ord_43201,T7-P7_ord_32140,T7-P7_ord_43201,T7-P7_ord_32140,intra,T7-P7,7.0
T7-P7_ord_32140,T7-P7_ord_21034,T7-P7_ord_32140,T7-P7_ord_21034,intra,T7-P7,12.0
T7-P7_ord_21034,T7-P7_ord_10234,T7-P7_ord_21034,T7-P7_ord_10234,intra,T7-P7,22.0
T7-P7_ord_04312,T7-P7_ord_43201,T7-P7_ord_04312,T7-P7_ord_43201,intra,T7-P7,11.0
T7-P7_ord_43201,T7-P7_ord_32410,T7-P7_ord_43201,T7-P7_ord_32410,intra,T7-P7,14.0
T7-P7_ord_12304,T7-P7_ord_01423,T7-P7_ord_12304,T7-P7_ord_01423,intra,T7-P7,2.0
T7-P7_ord_01423,T7-P7_ord_03412,T7-P7_ord_01423,T7-P7_ord_03412,intra,T7-P7,2.0
T7-P7_ord_03412,T7-P7_ord_23014,T7-P7_ord_03412,T7-P7_ord_23014,intra,T7-P7,2.0
T7-P7_ord_23014,T7-P7_ord_12034,T7-P7_ord_23014,T7-P7_ord_12034,intra,T7-P7,2.0
T7-P7_ord_04132,T7-P7_ord_30214,T7-P7_ord_04132,T7-P7_ord_30214,intra,T7-P7,2.0
T7-P7_ord_30214,T7-P7_ord_21034,T7-P7_ord_30214,T7-P7_ord_21034,intra,T7-P7,2.0
T7-P7_ord_10234,T7-P7_ord_01423,T7-P7_ord_10234,T7-P7_ord_01423,intra,T7-P7,13.0
T7-P7_ord_23140,T7-P7_ord_41203,T7-P7_ord_23140,T7-P7_ord_41203,intra,T7-P7,3.0
T7-P7_ord_41203,T7-P7_ord_43012,T7-P7_ord_41203,T7-P7_ord_43012,intra,T7-P7,3.0
T7-P7_ord_04312,T7-P7_ord_32014,T7-P7_ord_04312,T7-P7_ord_32014,intra,T7-P7,1.0
T7-P7_ord_32014,T7-P7_ord_21034,T7-P7_ord_32014,T7-P7_ord_21034,intra,T7-P7,1.0
T7-P7_ord_10234,T7-P7_ord_01243,T7-P7_ord_10234,T7-P7_ord_01243,intra,T7-P7,16.0
T7-P7_ord_04132,T7-P7_ord_34021,T7-P7_ord_04132,T7-P7_ord_34021,intra,T7-P7,3.0
T7-P7_ord_34021,T7-P7_ord_23104,T7-P7_ord_34021,T7-P7_ord_23104,intra,T7-P7,2.0
T7-P7_ord_01243,T7-P7_ord_01324,T7-P7_ord_01243,T7-P7_ord_01324,intra,T7-P7,4.0
T7-P7_ord_01324,T7-P7_ord_02134,T7-P7_ord_01324,T7-P7_ord_02134,intra,T7-P7,4.0
T7-P7_ord_02134,T7-P7_ord_10234,T7-P7_ord_02134,T7-P7_ord_10234,intra,T7-P7,4.0
T7-P7_ord_04312,T7-P7_ord_34201,T7-P7_ord_04312,T7-P7_ord_34201,intra,T7-P7,3.0
T7-P7_ord_34201,T7-P7_ord_23104,T7-P7_ord_34201,T7-P7_ord_23104,intra,T7-P7,5.0
T7-P7_ord_01243,T7-P7_ord_01342,T7-P7_ord_01243,T7-P7_ord_01342,intra,T7-P7,3.0
T7-P7_ord_01342,T7-P7_ord_02314,T7-P7_ord_01342,T7-P7_ord_02314,intra,T7-P7,3.0
T7-P7_ord_02314,T7-P7_ord_12034,T7-P7_ord_02314,T7-P7_ord_12034,intra,T7-P7,3.0
T7-P7_ord_04312,T7-P7_ord_32401,T7-P7_ord_04312,T7-P7_ord_32401,intra,T7-P7,1.0
T7-P7_ord_32401,T7-P7_ord_21304,T7-P7_ord_32401,T7-P7_ord_21304,intra,T7-P7,3.0
T7-P7_ord_40321,T7-P7_ord_32410,T7-P7_ord_40321,T7-P7_ord_32410,intra,T7-P7,1.0
T7-P7_ord_01432,T7-P7_ord_04321,T7-P7_ord_01432,T7-P7_ord_04321,intra,T7-P7,3.0
T7-P7_ord_04321,T7-P7_ord_32410,T7-P7_ord_04321,T7-P7_ord_32410,intra,T7-P7,1.0
T7-P7_ord_43201,T7-P7_ord_34210,T7-P7_ord_43201,T7-P7_ord_34210,intra,T7-P7,27.0
T7-P7_ord_43021,T7-P7_ord_34210,T7-P7_ord_43021,T7-P7_ord_34210,intra,T7-P7,8.0
T7-P7_ord_01423,T7-P7_ord_03142,T7-P7_ord_01423,T7-P7_ord_03142,intra,T7-P7,1.0
T7-P7_ord_03142,T7-P7_ord_20314,T7-P7_ord_03142,T7-P7_ord_20314,intra,T7-P7,1.0
T7-P7_ord_20314,T7-P7_ord_12034,T7-P7_ord_20314,T7-P7_ord_12034,intra,T7-P7,2.0
T7-P7_ord_04321,T7-P7_ord_34210,T7-P7_ord_04321,T7-P7_ord_34210,intra,T7-P7,1.0
T7-P7_ord_10243,T7-P7_ord_40132,T7-P7_ord_10243,T7-P7_ord_40132,intra,T7-P7,5.0
T7-P7_ord_34210,T7-P7_ord_24310,T7-P7_ord_34210,T7-P7_ord_24310,intra,T7-P7,2.0
T7-P7_ord_24310,T7-P7_ord_41320,T7-P7_ord_24310,T7-P7_ord_41320,intra,T7-P7,2.0
T7-P7_ord_41320,T7-P7_ord_43021,T7-P7_ord_41320,T7-P7_ord_43021,intra,T7-P7,2.0
T7-P7_ord_43021,T7-P7_ord_32104,T7-P7_ord_43021,T7-P7_ord_32104,intra,T7-P7,1.0
T7-P7_ord_32104,T7-P7_ord_21034,T7-P7_ord_32104,T7-P7_ord_21034,intra,T7-P7,4.0
T7-P7_ord_01432,T7-P7_ord_03214,T7-P7_ord_01432,T7-P7_ord_03214,intra,T7-P7,4.0
T7-P7_ord_03214,T7-P7_ord_21034,T7-P7_ord_03214,T7-P7_ord_21034,intra,T7-P7,4.0
T7-P7_ord_40321,T7-P7_ord_32140,T7-P7_ord_40321,T7-P7_ord_32140,intra,T7-P7,1.0
T7-P7_ord_43210,T7-P7_ord_32104,T7-P7_ord_43210,T7-P7_ord_32104,intra,T7-P7,1.0
T7-P7_ord_12034,T7-P7_ord_01423,T7-P7_ord_12034,T7-P7_ord_01423,intra,T7-P7,10.0
T7-P7_ord_01234,T7-P7_ord_40123,T7-P7_ord_01234,T7-P7_ord_40123,intra,T7-P7,3.0
T7-P7_ord_23140,T7-P7_ord_12403,T7-P7_ord_23140,T7-P7_ord_12403,intra,T7-P7,2.0
T7-P7_ord_12403,T7-P7_ord_40132,T7-P7_ord_12403,T7-P7_ord_40132,intra,T7-P7,2.0
T7-P7_ord_23410,T7-P7_ord_12430,T7-P7_ord_23410,T7-P7_ord_12430,intra,T7-P7,3.0
T7-P7_ord_12430,T7-P7_ord_40132,T7-P7_ord_12430,T7-P7_ord_40132,intra,T7-P7,3.0
T7-P7_ord_10234,T7-P7_ord_04123,T7-P7_ord_10234,T7-P7_ord_04123,intra,T7-P7,3.0
T7-P7_ord_03421,T7-P7_ord_23140,T7-P7_ord_03421,T7-P7_ord_23140,intra,T7-P7,1.0
T7-P7_ord_32410,T7-P7_ord_24130,T7-P7_ord_32410,T7-P7_ord_24130,intra,T7-P7,1.0
T7-P7_ord_24130,T7-P7_ord_41302,T7-P7_ord_24130,T7-P7_ord_41302,intra,T7-P7,1.0
T7-P7_ord_41302,T7-P7_ord_43021,T7-P7_ord_41302,T7-P7_ord_43021,intra,T7-P7,1.0
T7-P7_ord_21304,T7-P7_ord_10243,T7-P7_ord_21304,T7-P7_ord_10243,intra,T7-P7,5.0
T7-P7_ord_43210,T7-P7_ord_32140,T7-P7_ord_43210,T7-P7_ord_32140,intra,T7-P7,4.0
T7-P7_ord_01423,T7-P7_ord_03124,T7-P7_ord_01423,T7-P7_ord_03124,intra,T7-P7,1.0
T7-P7_ord_03124,T7-P7_ord_20134,T7-P7_ord_03124,T7-P7_ord_20134,intra,T7-P7,1.0
T7-P7_ord_20134,T7-P7_ord_10234,T7-P7_ord_20134,T7-P7_ord_10234,intra,T7-P7,1.0
T7-P7_ord_40312,T7-P7_ord_32401,T7-P7_ord_40312,T7-P7_ord_32401,intra,T7-P7,2.0
T7-P7_ord_23410,T7-P7_ord_41230,T7-P7_ord_23410,T7-P7_ord_41230,intra,T7-P7,5.0
T7-P7_ord_41230,T7-P7_ord_43012,T7-P7_ord_41230,T7-P7_ord_43012,intra,T7-P7,5.0
T7-P7_ord_21340,T7-P7_ord_14023,T7-P7_ord_21340,T7-P7_ord_14023,intra,T7-P7,1.0
T7-P7_ord_14023,T7-P7_ord_40312,T7-P7_ord_14023,T7-P7_ord_40312,intra,T7-P7,1.0
T7-P7_ord_40312,T7-P7_ord_34201,T7-P7_ord_40312,T7-P7_ord_34201,intra,T7-P7,3.0
T7-P7_ord_42310,T7-P7_ord_31420,T7-P7_ord_42310,T7-P7_ord_31420,intra,T7-P7,1.0
T7-P7_ord_31420,T7-P7_ord_20314,T7-P7_ord_31420,T7-P7_ord_20314,intra,T7-P7,1.0
T7-P7_ord_01234,T7-P7_ord_04123,T7-P7_ord_01234,T7-P7_ord_04123,intra,T7-P7,2.0
T7-P7_ord_43201,T7-P7_ord_32104,T7-P7_ord_43201,T7-P7_ord_32104,intra,T7-P7,1.0
T7-P7_ord_34201,T7-P7_ord_23140,T7-P7_ord_34201,T7-P7_ord_23140,intra,T7-P7,2.0
T7-P7_ord_12304,T7-P7_ord_01243,T7-P7_ord_12304,T7-P7_ord_01243,intra,T7-P7,2.0
T7-P7_ord_32410,T7-P7_ord_21430,T7-P7_ord_32410,T7-P7_ord_21430,intra,T7-P7,2.0
T7-P7_ord_21430,T7-P7_ord_41032,T7-P7_ord_21430,T7-P7_ord_41032,intra,T7-P7,2.0
T7-P7_ord_41032,T7-P7_ord_43021,T7-P7_ord_41032,T7-P7_ord_43021,intra,T7-P7,2.0
T7-P7_ord_12034,T7-P7_ord_40123,T7-P7_ord_12034,T7-P7_ord_40123,intra,T7-P7,2.0
T7-P7_ord_34021,T7-P7_ord_23140,T7-P7_ord_34021,T7-P7_ord_23140,intra,T7-P7,1.0
T7-P7_ord_43012,T7-P7_ord_34201,T7-P7_ord_43012,T7-P7_ord_34201,intra,T7-P7,1.0
T7-P7_ord_21034,T7-P7_ord_10423,T7-P7_ord_21034,T7-P7_ord_10423,intra,T7-P7,1.0
T7-P7_ord_10423,T7-P7_ord_40312,T7-P7_ord_10423,T7-P7_ord_40312,intra,T7-P7,1.0
T7-P7_ord_04321,T7-P7_ord_32104,T7-P7_ord_04321,T7-P7_ord_32104,intra,T7-P7,1.0
P7-O1_ord_01243,P7-O1_ord_04132,P7-O1_ord_01243,P7-O1_ord_04132,intra,P7-O1,56.0
P7-O1_ord_04132,P7-O1_ord_43021,P7-O1_ord_04132,P7-O1_ord_43021,intra,P7-O1,49.0
P7-O1_ord_43021,P7-O1_ord_34210,P7-O1_ord_43021,P7-O1_ord_34210,intra,P7-O1,19.0
P7-O1_ord_34210,P7-O1_ord_23104,P7-O1_ord_34210,P7-O1_ord_23104,intra,P7-O1,15.0
P7-O1_ord_23104,P7-O1_ord_12034,P7-O1_ord_23104,P7-O1_ord_12034,intra,P7-O1,34.0
P7-O1_ord_12034,P7-O1_ord_01243,P7-O1_ord_12034,P7-O1_ord_01243,intra,P7-O1,20.0
P7-O1_ord_01243,P7-O1_ord_40132,P7-O1_ord_01243,P7-O1_ord_40132,intra,P7-O1,14.0
P7-O1_ord_40132,P7-O1_ord_43021,P7-O1_ord_40132,P7-O1_ord_43021,intra,P7-O1,24.0
P7-O1_ord_12034,P7-O1_ord_01234,P7-O1_ord_12034,P7-O1_ord_01234,intra,P7-O1,64.0
P7-O1_ord_01234,P7-O1_ord_01243,P7-O1_ord_01234,P7-O1_ord_01243,intra,P7-O1,65.0
P7-O1_ord_34210,P7-O1_ord_23410,P7-O1_ord_34210,P7-O1_ord_23410,intra,P7-O1,22.0
P7-O1_ord_23410,P7-O1_ord_41230,P7-O1_ord_23410,P7-O1_ord_41230,intra,P7-O1,6.0
P7-O1_ord_41230,P7-O1_ord_34012,P7-O1_ord_41230,P7-O1_ord_34012,intra,P7-O1,1.0
P7-O1_ord_34012,P7-O1_ord_23014,P7-O1_ord_34012,P7-O1_ord_23014,intra,P7-O1,1.0
P7-O1_ord_23014,P7-O1_ord_12034,P7-O1_ord_23014,P7-O1_ord_12034,intra,P7-O1,1.0
P7-O1_ord_01234,P7-O1_ord_01234,P7-O1_ord_01234,P7-O1_ord_01234,intra,P7-O1,521.0
P7-O1_ord_01243,P7-O1_ord_01432,P7-O1_ord_01243,P7-O1_ord_01432,intra,P7-O1,22.0
P7-O1_ord_01432,P7-O1_ord_40321,P7-O1_ord_01432,P7-O1_ord_40321,intra,P7-O1,8.0
P7-O1_ord_40321,P7-O1_ord_32410,P7-O1_ord_40321,P7-O1_ord_32410,intra,P7-O1,1.0
P7-O1_ord_32410,P7-O1_ord_21304,P7-O1_ord_32410,P7-O1_ord_21304,intra,P7-O1,36.0
P7-O1_ord_21304,P7-O1_ord_10234,P7-O1_ord_21304,P7-O1_ord_10234,intra,P7-O1,46.0
P7-O1_ord_10234,P7-O1_ord_01234,P7-O1_ord_10234,P7-O1_ord_01234,intra,P7-O1,60.0
P7-O1_ord_01234,P7-O1_ord_01423,P7-O1_ord_01234,P7-O1_ord_01423,intra,P7-O1,58.0
P7-O1_ord_01423,P7-O1_ord_40312,P7-O1_ord_01423,P7-O1_ord_40312,intra,P7-O1,51.0
P7-O1_ord_40312,P7-O1_ord_43201,P7-O1_ord_40312,P7-O1_ord_43201,intra,P7-O1,54.0
